"name","time","date","status","czasObslugi","lp","idGrupy","liczbaCzynnychStan","nazwaGrupy","literaGrupy","liczbaKlwKolejce","aktualnyNumer"
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,600025,0,"Świadczenia rodzinne, fundusz alimentacyjny, karta dużej rodziny","S",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,600026,5,"Program 500+","T",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,2400002,0,"Do kasy","K",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,2400003,0,"st1","A",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,2400004,0,"st2","B",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,2400005,0,"st3","C",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,2400006,0,"st4","D",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,2400007,0,"st11","A",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,2400008,0,"st12","B",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,2400009,0,"st13","C",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,2400010,0,"st14","D",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,2400011,0,"st15","E",0,""
"UD_Wlochy","09:58","2020-01-02",NA,0,NA,3600048,4,"Dobry start 300+, ","N",0,""
"USC_Andersa","09:59","2020-01-02",1,10,1,135,0,"T: Odbiór odpisu po sprostowaniu lub uzupełnieniu","T",0,""
"USC_Andersa","09:59","2020-01-02",1,10,2,127,1,"Z: Zgłoszenie zgonu na podstawie karty zgonu","Z",0,"Z601"
"USC_Andersa","09:59","2020-01-02",1,10,3,119,2,"P: Oświadczenie o powrocie do nazwiska noszonego przed ślubem","P",0,""
"USC_Andersa","09:59","2020-01-02",0,10,4,128,0,"S: Sprostowanie lub uzupełnienie aktu","S",0,""
"USC_Andersa","09:59","2020-01-02",1,10,5,118,1,"I: Zmiana imienia lub nazwiska w trybie administracyjnym","I",0,"I003"
"USC_Andersa","09:59","2020-01-02",0,10,6,130,1,"Z: Sprostowanie lub uzupełnienie aktu zgonu","Z",0,""
"USC_Andersa","09:59","2020-01-02",1,10,7,126,1,"J: Zgłoszenie jubileuszu pożycia małżeńskiego","J",0,""
"USC_Andersa","09:59","2020-01-02",0,10,8,224,0,"Sprostowanie lub uzupełnienie aktów","S",0,""
"USC_Andersa","09:59","2020-01-02",1,10,9,120,1,"D: Zmiana imienia dziecka","D",0,""
"USC_Andersa","09:59","2020-01-02",0,10,10,129,1,"M: Sprostowanie lub uzupełnienie aktu małżeństwa","M",0,""
"USC_Andersa","09:59","2020-01-02",1,10,11,122,1,"M: Złożenie dokumentów i wydawanie zaświadczeń","M",1,"M007"
"USC_Andersa","09:59","2020-01-02",0,10,12,94,0,"A: Rejestracja noworodków","N",0,""
"USC_Andersa","09:59","2020-01-02",0,10,13,131,0,"T: Rejestracja na podstawie zagranicznych dokumentów","T",0,""
"USC_Andersa","09:59","2020-01-02",0,10,14,132,0,"T: Odbiór odpisu po rejestracji  zagranicznych dokumentów","T",0,""
"USC_Andersa","09:59","2020-01-02",1,10,15,115,2,"W: Złożenie wniosku oraz odbiór zamówionych odpisów","W",0,"W010"
"USC_Andersa","09:59","2020-01-02",0,60,16,133,0,"X: Kasa","X",0,""
"USC_Andersa","09:59","2020-01-02",0,60,17,222,0,"C: Wydanie zaświadczenia o stanie cywilnym","C",0,""
"USC_Andersa","09:59","2020-01-02",1,10,18,121,1,"O: Uznanie ojcostwa przed urodzeniem się dziecka","O",0,""
"USC_Andersa","09:59","2020-01-02",0,10,19,134,0,"T: Sprostowanie lub uzupełnienie aktu","T",0,""
"UD_Bialoleka","09:59","2020-01-02",1,60,1,316,0,"I: INFRASTRUKTURA | OCHRONA ŚRODOWISKA","I",1,"I001"
"UD_Bialoleka","09:59","2020-01-02",1,60,2,315,1,"C: ŚWIADCZENIA RODZINNE","C",0,"C001"
"UD_Bialoleka","09:59","2020-01-02",1,10,3,319,0,"S: SPRAWY SPOŁECZNE - ŚWIADCZENIE 500+ | DOBRY START 300+ | BON ŻŁOBKOWY","S",0,"S001"
"UD_Bialoleka","09:59","2020-01-02",1,60,4,314,1,"O: GOSPODARKA ODPADAMI KOMUNALNYMI","O",2,"O007"
"UD_Bialoleka","09:59","2020-01-02",1,60,5,539,2,"K: KASY","K",0,"K015"
"UD_Bialoleka","09:59","2020-01-02",1,60,6,308,5,"R: REJESTRACJA POJAZDÓW - SKŁADANIE WNIOSKÓW","R",26,"R028"
"UD_Bialoleka","09:59","2020-01-02",1,60,7,321,0,"Z: PUNKT PODAWCZY","Z",0,""
"UD_Bialoleka","09:59","2020-01-02",1,60,8,318,5,"P: PODATKI | OPŁATY LOKALNE","P",0,"P015"
"UD_Bialoleka","09:59","2020-01-02",1,10,9,312,1,"A: ARCHITEKTURA | URBANISTYKA","A",0,"A004"
"UD_Bialoleka","09:59","2020-01-02",1,60,10,309,3,"X: REJESTRACJA POJAZDÓW - ODBIÓR STAŁEGO DOWODU REJESTRACYJNEGO","X",1,"X012"
"UD_Bialoleka","09:59","2020-01-02",1,60,11,320,0,"W: KARTA WARSZAWIAKA |  KARTA DUŻEJ RODZINY","W",1,"W001"
"UD_Bialoleka","09:59","2020-01-02",1,10,12,313,0,"G: GEODEZJA | GOSPODARKA GRUNTAMI","G",0,"G010"
"UD_Bialoleka","09:59","2020-01-02",1,60,13,310,1,"J: PRAWA JAZDY","J",0,"J009"
"UD_Bialoleka","09:59","2020-01-02",1,10,14,317,0,"L: SPRAWY LOKALOWE | OŚWIATA | KULTURA","L",0,"L002"
"UD_Bielany","09:59","2020-01-02",1,60,1,158,3,"A: UŻYTKOWANIE WIECZYSTE| PRZEKSZTAŁCENIA","A",4,"A036"
"UD_Bielany","09:59","2020-01-02",1,30,2,301,1,"O: 300+ DOBRY START| 500+ ŚWIADCZENIE WYCHOWAWCZE","O",1,"O002"
"UD_Bielany","09:59","2020-01-02",1,10,3,197,2,"W: DODATKI| OBNIŻKI CZYNSZU","W",0,"W001"
"UD_Bielany","09:59","2020-01-02",1,60,4,196,2,"N: SPRAWY LOKALOWE| KARTA DUŻEJ RODZINY| BON ŻŁOBKOWY","N",0,"N004"
"UD_Bielany","09:59","2020-01-02",1,60,5,195,1,"T: ALKOHOL – ZEZWOLENIA","T",0,"T001"
"UD_Bielany","09:59","2020-01-02",1,10,6,164,2,"G: SKŁADANIE WNIOSKÓW PASZPORTOWYCH","G",0,"G007"
"UD_Bielany","09:59","2020-01-02",1,10,7,165,2,"H: ODBIÓR  PASZPORTÓW","H",0,""
"UD_Bielany","09:59","2020-01-02",1,10,8,191,1,"R: ODBIÓR DOWODÓW OSOBISTYCH","R",0,"R007"
"UD_Bielany","09:59","2020-01-02",1,10,9,199,2,"Z: WYBORY","Z",0,"Z001"
"UD_Bielany","09:59","2020-01-02",1,60,10,168,1,"K: ŚWIADCZENIA RODZINNE I FUNDUSZ ALIMENTACYJNY","K",0,"K004"
"UD_Bielany","09:59","2020-01-02",1,10,11,213,1,"E: KASY - PEŁNOMOCNICTWA| ODPADY| OPŁATY: SKARBOWE| USC| PASZPORTOWE|  INNE","E",0,"E011"
"UD_Bielany","09:59","2020-01-02",1,10,12,171,4,"M: SKŁADANIE WNIOSKÓW - ZMIANY| WTÓRNIKI| ZBYCIE| ADNOTACJE| WYREJESTROWANIE (OSOBY FIZYCZNE)","M",38,"M023"
"UD_Bielany","09:59","2020-01-02",1,60,13,161,1,"D: PŁATNOŚĆ PODATKU| UŻYTKOWANIA| DZIERŻAWY| ZA ZAJĘCIE PASA","D",0,"D006"
"UD_Bielany","09:59","2020-01-02",1,10,14,159,1,"B: ARCHITEKTURA|GEODEZJA| OCHRONA ŚRODOWISKA| INFRASTRUKTURA| ODPADY KOMUNALNE ","B",0,"B003"
"UD_Bielany","09:59","2020-01-02",1,10,15,169,1,"L: SKŁADANIE WNIOSKÓW| ODBIÓR PRAW JAZDY","L",1,"L002"
"UD_Bielany","09:59","2020-01-02",1,60,16,162,1,"I: INFORMACJA PODATKOWA| KARTA WARSZAWIAKA","I",0,"I001"
"UD_Bielany","09:59","2020-01-02",1,60,17,190,3,"P: SKŁADANIE WNIOSKÓW: ZAMELDOWANIA| WYMELDOWANIA| DOWODY OSOBISTE| ZAŚWIADCZENIA","P",2,"P017"
"UD_Bielany","09:59","2020-01-02",0,10,18,173,0,"X: ODBIÓR STAŁYCH DOWODÓW REJESTRACYJNYCH (OSOBY PRAWNE)","X",0,""
"UD_Bielany","09:59","2020-01-02",1,10,19,172,1,"U: ODBIÓR STAŁYCH DOWODÓW REJESTRACYJNYCH (OSOBY FIZYCZNE)","U",0,"U011"
"UD_Bielany","09:59","2020-01-02",1,60,20,194,1,"S: WPIS DO CEIDG","S",6,"S015"
"UD_Ochota","09:59","2020-01-02",1,10,1,606,3,"USC D: ODPISY - SKŁADANIE SKŁADANIE I ODBIÓR","D",0,"D501"
"UD_Ochota","09:59","2020-01-02",0,10,2,605,3,"USC B: MAŁŻEŃSTWA | ŚLUB CYWILNY I WYZNANIOWY","B",0,""
"UD_Ochota","09:59","2020-01-02",1,60,3,724,3,"Piętro5 VC: DZIAŁALNOŚĆ GOSPODARCZA - WPIS DO CEIDG","A",0,""
"UD_Ochota","09:59","2020-01-02",1,10,4,597,1,"H: ŚWIADCZENIE WYCHOWAWCZE 500+ | Dobry start | 300+","H",0,""
"UD_Ochota","09:59","2020-01-02",1,60,5,588,1,"L: LOKALE KOMUNALNE | DODATKI MIESZKANIOWE","L",0,"L008"
"UD_Ochota","09:59","2020-01-02",1,60,6,596,2,"K: KASA","K",0,"K009"
"UD_Ochota","09:59","2020-01-02",1,60,7,602,1,"T: KARTA DUŻEJ RODZINY BON ŻŁOBKOWY","T",0,""
"UD_Ochota","09:59","2020-01-02",1,10,8,589,1,"P: PRAWA JAZDY - SKŁADANIE I ODBIÓR WNIOSKÓW","P",2,"P003"
"UD_Ochota","09:59","2020-01-02",1,60,9,591,3,"D: DOWODY OSOBISTE - SKŁADANIE DOKUMENTÓW","D",0,"D005"
"UD_Ochota","09:59","2020-01-02",1,10,10,599,2,"N: NIERUCHOMOŚCI | PODATKI","N",0,"N026"
"UD_Ochota","09:59","2020-01-02",1,10,11,641,2,"F: ALKOHOL - ZEZWOLENIA ","F",0,""
"UD_Ochota","09:59","2020-01-02",1,10,12,610,3,"USC I: JUBILEUSZE 50-LECIA MAŁŻEŃSTWA","I",0,""
"UD_Ochota","09:59","2020-01-02",1,10,13,612,3,"USC C: REJESTRACJA AKTU ZGONU","C",0,"C503"
"UD_Ochota","09:59","2020-01-02",1,60,14,595,2,"A: ARCHITEKTURA | GEODEZJA | DROGOWNICTWO | INFRASTRUKTURA","A",0,"A001"
"UD_Ochota","09:59","2020-01-02",1,60,15,603,1,"G: GOSPODARKA ODPADAMI KOMUNALNYMI","G",0,""
"UD_Ochota","09:59","2020-01-02",1,60,16,601,1,"O: ODBIÓR DOWODÓW REJESTRACYJNYCH | ZMIANY W DOKUMENTACH","O",1,"O013"
"UD_Ochota","09:59","2020-01-02",1,60,17,600,1,"R: REJESTRACJA POJAZDÓW - SKŁADANIE WNIOSKÓW |  WYDAWANIE WTÓRNIKÓW","R",0,"R010"
"UD_Ochota","09:59","2020-01-02",1,60,18,592,3,"E: DOWODY OSOBISTE - ODBIÓR","E",0,"E001"
"UD_Ochota","09:59","2020-01-02",1,10,19,590,1,"B: KARTA WARSZAWIAKA | e-hologram","B",0,""
"UD_Ochota","09:59","2020-01-02",1,10,20,593,3,"M: MELDUNKI | PESEL | POŚWIADCZENIA | ZAŚWIADCZENIA","M",0,"M012"
"UD_Ochota","09:59","2020-01-02",1,60,21,712,1,"VPiętro5 Z: DZIAŁALNOŚĆ GOSPODARCZA - ZEZWOLENIA NA ALKOHOL","A",0,""
"UD_Wola","09:59","2020-01-02",NA,11,NA,182,6,"Meldunki i dowody","A",1,"A011"
"UD_Wola","09:59","2020-01-02",NA,7,NA,183,3,"Wydawanie dowodów osobistych","B",0,"B013"
"UD_Wola","09:59","2020-01-02",NA,1,NA,184,1,"Kancelaria, sprawy różne","C",0,""
"UD_Wola","09:59","2020-01-02",NA,3,NA,185,1,"Architektura, infrastruktura","D",0,""
"UD_Wola","09:59","2020-01-02",NA,4,NA,186,2,"Nieruchomości, geodezja","E",0,"E038"
"UD_Wola","09:59","2020-01-02",NA,8,NA,187,2,"Sprawy lokalowe","F",0,"F014"
"UD_Wola","09:59","2020-01-02",NA,0,NA,188,2,"Ochrona Środowiska","G",0,""
"UD_Wola","09:59","2020-01-02",NA,6,NA,189,1,"Wydawanie dowodów rejestracyjnych","H",3,"H020"
"UD_Wola","09:59","2020-01-02",NA,25,NA,190,23,"Rejestracja pojazdów","I",28,"I015"
"UD_Wola","09:59","2020-01-02",NA,0,NA,191,2,"Gospodarka odpadami/Środowisko","O",0,""
"UD_Wola","09:59","2020-01-02",NA,5,NA,192,4,"Kasa","K",2,"K025"
"UD_Wola","09:59","2020-01-02",NA,32,NA,193,5,"Prawa jazdy","L",0,"L002"
"UD_Wola","09:59","2020-01-02",NA,6,NA,194,2,"Karta Warszawiaka","M",0,""
"UD_Wola","09:59","2020-01-02",NA,0,NA,195,5,"Małżeństwa","P",0,""
"UD_Wola","09:59","2020-01-02",NA,17,NA,196,20,"Odpisy","R",0,"R006"
"UD_Wola","09:59","2020-01-02",NA,1,NA,197,3,"Rejestracja zgonów","S",4,"S002"
"UD_Wola","09:59","2020-01-02",NA,0,NA,198,4,"Zasiłek rodzinny,  fundusz alimentacyjny","A",0,""
"UD_Wola","09:59","2020-01-02",NA,0,NA,199,4,"Dłużnicy alimentacyjni","B",0,""
"UD_Wola","09:59","2020-01-02",NA,0,NA,200,4,"Świadczenia opiekuńcze, becikowe","P",0,""
"UD_Wola","09:59","2020-01-02",NA,0,NA,201,6,"Zezwolenia alkoholowe","B",0,""
"UD_Wola","09:59","2020-01-02",NA,7,NA,202,6,"Ewidencja Działalności Gospodarczej","A",0,"A015"
"UD_Wola","09:59","2020-01-02",NA,0,NA,203,2,"Do kasy"," ",0,""
"UD_Wola","09:59","2020-01-02",NA,7,NA,204,2,"Program 500+ al. Solidarności","P",0,""
"UD_Wola","09:59","2020-01-02",NA,0,NA,205,4,"Program 500+ Syreny","P",0,""
"UD_Wola","09:59","2020-01-02",NA,0,NA,2600048,0,"Dobry start 300+","J",0,""
"UD_Wola","09:59","2020-01-02",NA,0,NA,4200048,5,"Dobry start \300+\ Syreny","N",0,""
"UD_Wola","09:59","2020-01-02",NA,0,NA,8600052,1,"Wybory","W",0,""
"UD_Zoliborz","09:59","2020-01-02",1,10,1,493,2,"E: Dowody osobiste Meldunki","E",0,"E011"
"UD_Zoliborz","09:59","2020-01-02",0,60,2,498,2,"F: Rejestracja pojazdów osoby prawne Leasingi","F",0,""
"UD_Zoliborz","09:59","2020-01-02",1,10,3,492,1,"Y: Świadczenia dla rodzin","Y",0,"Y001"
"UD_Zoliborz","09:59","2020-01-02",1,10,4,527,0,"J: Osoby niesłyszące","J",0,""
"UD_Zoliborz","09:59","2020-01-02",1,60,5,502,1,"H: Handel Zezwolenia na sprzedaż alkoholu","H",0,"H001"
"UD_Zoliborz","09:59","2020-01-02",0,10,6,530,0,"X: Podatek od nieruch. - info o toczących się postep.","X",0,""
"UD_Zoliborz","09:59","2020-01-02",1,60,7,501,1,"G: Działalność gospodarcza","G",0,"G006"
"UD_Zoliborz","09:59","2020-01-02",1,60,8,495,2,"W: Wybory","W",0,""
"UD_Zoliborz","09:59","2020-01-02",1,60,9,490,2,"N: Ochrona środo. Odpady Geodezja Karty","N",0,"N009"
"UD_Zoliborz","09:59","2020-01-02",1,60,10,523,1,"K: Kasy","K",0,"K004"
"UD_Zoliborz","09:59","2020-01-02",1,10,11,496,2,"C: Rejestracja pojazdów Prawa jazdy","C",0,"C013"
"UD_Zoliborz","09:59","2020-01-02",1,60,12,499,1,"P: Paszporty składanie wniosków","P",2,"P007"
"UD_Zoliborz","09:59","2020-01-02",1,10,13,491,2,"L: Sprawy mieszkaniowe","L",0,"L002"
"UD_Zoliborz","09:59","2020-01-02",1,60,14,500,1,"O: Paszporty odbiór dokumantów","O",0,"O008"
"UD_Bemowo","10:00","2020-01-02",1,10,1,549,1,"B: Działalność gospodarcza","B",4,"B009"
"UD_Bemowo","10:00","2020-01-02",1,10,2,553,1,"D: Paszporty - odbiór","D",0,"D006"
"UD_Bemowo","10:00","2020-01-02",0,10,3,583,0,"N: Rodzina 500+ Dobry start 300+","N",0,""
"UD_Bemowo","10:00","2020-01-02",1,10,4,555,3,"E: Warszawski bon żłobkowy","E",0,""
"UD_Bemowo","10:00","2020-01-02",1,10,5,557,2,"G: Geodezja nieruchomości architektura","G",0,"G028"
"UD_Bemowo","10:00","2020-01-02",1,10,6,551,1,"C: Paszporty - składanie wniosków","C",0,"C015"
"UD_Bemowo","10:00","2020-01-02",1,10,7,559,1,"I: Punkt podawczy","I",0,"I002"
"UD_Bemowo","10:00","2020-01-02",0,10,8,579,0,"R: Sprawy seniorów","R",0,""
"UD_Bemowo","10:00","2020-01-02",1,10,9,547,2,"A: Użytkowanie wieczyste","A",0,""
"UD_Bemowo","10:00","2020-01-02",1,10,10,571,4,"T: Odbiór tablic i dowodów rejestracyjnych","T",1,"T010"
"UD_Bemowo","10:00","2020-01-02",1,10,11,577,1,"Z: Rodzina 500+ Dobry start 300+","Z",0,""
"UD_Bemowo","10:00","2020-01-02",1,10,12,581,0,"H: Świedczenia rodzinne","H",0,""
"UD_Bemowo","10:00","2020-01-02",1,10,13,567,1,"M: Prawa jazdy","M",0,"M002"
"UD_Bemowo","10:00","2020-01-02",1,10,14,573,1,"S: Gospodarka odpadami","S",0,"S002"
"UD_Bemowo","10:00","2020-01-02",1,10,15,585,2,"F: Infrastruktura ochrona środ. zasoby lokalowe","F",0,"F002"
"UD_Bemowo","10:00","2020-01-02",1,10,16,565,4,"L: Rejestracja pojazdów","L",22,"L018"
"UD_Bemowo","10:00","2020-01-02",1,10,17,569,4,"P: Meldunki dowody osobiste","P",0,"P022"
"UD_Bemowo","10:00","2020-01-02",1,10,18,575,1,"W: Karta Warszawiaka karta dużej rodziny","W",0,"W003"
"UD_Ursus","10:00","2020-01-02",NA,42,NA,2600002,2,"ARCHITEKTURA, URBANISTYKA, GEODEZJA","A",0,"A002"
"UD_Ursus","10:00","2020-01-02",NA,24,NA,2600003,3,"GOSPODARKA NIERUCHOMOŚCIAMI, SPRAWY LOKALOWE","B",1,"B007"
"UD_Ursus","10:00","2020-01-02",NA,9,NA,2600004,1,"DZIAŁALNOŚĆ GOSPODARCZA","C",0,"C012"
"UD_Ursus","10:00","2020-01-02",NA,18,NA,2600005,3,"MELDUNKI,  DOWODY OSOBISTE","D",0,"D009"
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600006,0,"PODATEK OD NIERUCHOMOŚCI, PODATEK ROLNY","E",1,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600007,1,"ŚWIADCZENIA RODZINNE, ZASIŁKI ALIMENTACY","F",0,""
"UD_Ursus","10:00","2020-01-02",NA,6,NA,2600008,7,"ODBIÓR DOWODÓW REJESTRACYJNYCH","G",0,""
"UD_Ursus","10:00","2020-01-02",NA,11,NA,2600009,6,"REJESTRACJA POJAZDÓW, SKŁADANIE WNIOSKÓW","H",6,"H012"
"UD_Ursus","10:00","2020-01-02",NA,19,NA,2600010,1,"PRAWA JAZDY","I",0,""
"UD_Ursus","10:00","2020-01-02",NA,4,NA,2600011,2,"KASA","J",1,""
"UD_Ursus","10:00","2020-01-02",NA,29,NA,2600012,2,"PŁATNOŚCI PODATKÓW","K",0,""
"UD_Ursus","10:00","2020-01-02",NA,8,NA,2600013,2,"URZĄD STANU CYWILNEGO","L",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600014,1,"DZIERŻAWA, WIECZYSTE UŻYTKOWANIE","M",0,"M001"
"UD_Ursus","10:00","2020-01-02",NA,1,NA,2600015,1,"INFRASTRUKTURA, OCHRONA ŚRODOWISKA, KARTA DUŻEJ RODZINY","N",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600016,2,"PODATEK OD SRODKOW TRANSPORTOWYCH","K",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600017,2,"ZAŚWIADCZENIA O NIEZALEGANIU","K",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600023,0,"WYMIANA WTÓRNIK","H",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600024,0,"WPISY HAK VAT GAZ TAXI L","H",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600025,0,"CZASOWE WYCOFANIE Z RUCHU","H",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600026,0,"ZEZWOLENIE NA POJAZDY UPRZYWILEJOWANE","I",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600027,1,"WYBORY","D",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600028,0,"ZATRZYMANE, PUNKTY KARNE","I",0,""
"UD_Ursus","10:00","2020-01-02",NA,38,NA,2600035,2,"ODPISY","S",0,""
"UD_Ursus","10:00","2020-01-02",NA,7,NA,2600036,2,"PRZYJMOWANIE WNIOSKÓW PASZPORTOWYCH","P",0,"P007"
"UD_Ursus","10:00","2020-01-02",NA,11,NA,2600037,1,"500+","R",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600038,0,"KOMUNALNY ZASÓB MIESZKANIOWY","Z",1,""
"UD_Ursus","10:00","2020-01-02",NA,3,NA,2600039,2,"WYDAWANIE DOKUMENTÓW PASZPORTOWYCH","W",0,""
"UD_Ursus","10:00","2020-01-02",NA,28,NA,2600042,3,"ODBIÓR DOWODÓW OSOBISTYCH","D",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,2600044,2,"ZAŚWIADCZENIE DO ŚLUBU KONKORDATOWEGO","Y",0,""
"UD_Ursus","10:00","2020-01-02",NA,12,NA,2600045,1,"GOSP. ODPADAMI KOMUNALNYMI, ZEZWOLENIA NA SPRZEDAŻ ALKOHOLU, BON ŻŁOBKOWY","T",0,""
"UD_Ursus","10:00","2020-01-02",NA,0,NA,3000048,1,"DOBRY START 300+","U",0,""
"UD_Targowek","10:00","2020-01-02",1,20,1,352,3,"E: Zameldowanie z jednoczesnym złożeniem wniosku dowodowego","E",0,"E002"
"UD_Targowek","10:00","2020-01-02",1,10,2,339,3,"M: Wymeldowanie | zameldowanie | zaświadczenia","M",0,"M013"
"UD_Targowek","10:00","2020-01-02",1,20,3,344,1,"L: Sprawy lokalowe | Dodatki mieszkaniowe","L",0,"L006"
"UD_Targowek","10:00","2020-01-02",1,10,4,402,0,"J: Małżeństwa","J",0,""
"UD_Targowek","10:00","2020-01-02",1,15,5,340,1,"P: Prawa jazdy - odbiór praw jazdy","P",0,"P002"
"UD_Targowek","10:00","2020-01-02",1,10,6,338,3,"D: Dowody osobiste - odbiór dokumentów","D",0,"D011"
"UD_Targowek","10:00","2020-01-02",1,60,7,345,2,"G: Działalność gospodarcza","G",1,"G015"
"UD_Targowek","10:00","2020-01-02",1,10,8,354,4,"N: Karta Warszawiaka","N",0,""
"UD_Targowek","10:00","2020-01-02",1,10,9,355,2,"O: Odpisy","O",0,"O005"
"UD_Targowek","10:00","2020-01-02",1,20,10,337,3,"C: Dowody osobiste - składanie wniosków","C",0,"C011"
"UD_Targowek","10:00","2020-01-02",1,10,11,356,1,"U: Rejestracja urodzeń","U",0,"U501"
"UD_Targowek","10:00","2020-01-02",1,10,12,348,4,"B: Biuro podawcze | WIFI","B",1,"B013"
"UD_Targowek","10:00","2020-01-02",1,30,13,346,2,"A: Geodezja | Architektura | Ochrona środowiska","A",0,"A008"
"UD_Targowek","10:00","2020-01-02",1,10,14,342,2,"W: Dowody rejestracyjne - odbiór dowodów rejestracyjnych","W",5,"W026"
"UD_Targowek","10:00","2020-01-02",1,10,15,353,4,"F: Przekształcenie użytkowania wieczystego","F",5,"F035"
"UD_Targowek","10:00","2020-01-02",1,20,16,343,2,"R: Rejestracja pojazdów - składanie wniosków","R",29,"R023"
"UD_Targowek","10:00","2020-01-02",1,60,17,349,2,"K: Kasa","K",0,"K026"
"UD_Targowek","10:00","2020-01-02",1,10,18,357,1,"Z: Zgłoszenie zgonu","Z",0,"Z001"
"UD_Targowek","10:00","2020-01-02",1,15,19,350,4,"H: BON ŻŁOBKOWY | 500+ | 300+","H",0,""
"UD_Targowek","10:00","2020-01-02",1,20,20,341,1,"S: Prawa jazdy - składanie wniosków","S",0,"S001"
